id,date,language,username,problemCode,contestCode,result,time,memory
18933742,2018-06-17 23:36:31,C++14,arjun20398,MINIONS,COOK95A,TLE,1.51,426176
18933738,2018-06-17 23:36:27,C++14,tanuj_drall,MINIONS,COOK95A,WA,0.11,15248
18933719,2018-06-17 23:36:17,C++14,deathsick,SONYASEG,COOK95A,WA,0.24,23056
18933713,2018-06-17 23:36:08,C++14,devils_hearth,MINIONS,COOK95A,WA,0.26,16680
18933712,2018-06-17 23:36:07,C++14,bitman_123,SONYASEG,COOK95A,TLE,1.01,24056
18933708,2018-06-17 23:36:02,C++14,jitendersheora,MINIONS,COOK95A,RTE,0.38,56640
18933706,2018-06-17 23:36:01,C++14,samarth491,MINIONS,COOK95A,WA,0.08,19064
18933690,2018-06-17 23:35:43,C++14,t_bone_289,MINIONS,COOK95A,TLE,1.51,7929856
18933689,2018-06-17 23:35:43,C++14,ajaybgunjal199,MINIONS,COOK95A,TLE,1.51,29368
18933671,2018-06-17 23:35:23,C++14,karolis_kusas,DANYANUM,COOK95A,AC,1.18,32448
18933649,2018-06-17 23:35:02,C++14,snohria97,MINIONS,COOK95A,WA,0.63,44024
18933646,2018-06-17 23:34:58,C++14,fauzdar65,MINIONS,COOK95A,WA,0.09,19192
18933612,2018-06-17 23:34:26,C++14,deathsick,SONYASEG,COOK95A,WA,0.24,23048
18933595,2018-06-17 23:34:12,C++14,gauravsingh_,MINIONS,COOK95A,WA,0.22,15232
18933588,2018-06-17 23:34:03,C++14,rishabh3538,MINIONS,COOK95A,WA,0.12,24656
18933586,2018-06-17 23:34:03,PYPY,chintanr11,MINIONS,COOK95A,TLE,7.51,182336
18933577,2018-06-17 23:33:52,C++14,manthanchauhan,GOODPERM,COOK95A,RTE,0,81600
18933573,2018-06-17 23:33:49,C++14,rishi_07,MINIONS,COOK95A,WA,1.33,80704
18933570,2018-06-17 23:33:48,C++14,ashishabc,MINIONS,COOK95A,TLE,1.51,30520
18933565,2018-06-17 23:33:44,C++14,deathsick,SONYASEG,COOK95A,WA,0.24,23880
18933559,2018-06-17 23:33:37,C++14,ucntstopme,MINIONS,COOK95A,WA,0.28,22192
18933547,2018-06-17 23:33:23,PYTH 3.5,fyfrog,MINIONS,COOK95A,WA,2.12,50240
18933541,2018-06-17 23:33:14,PYTH 3.5,chintanr11,MINIONS,COOK95A,RTE,0.01,27712
18933537,2018-06-17 23:33:12,C++14,devils_hearth,MINIONS,COOK95A,WA,0.26,16680
18933529,2018-06-17 23:33:08,C++14,arjun20398,MINIONS,COOK95A,TLE,1.51,464448
18933524,2018-06-17 23:33:04,C++14,mahir111,MINIONS,COOK95A,WA,0.11,21888
18933526,2018-06-17 23:33:04,C++14,smtcoder,MINIONS,COOK95A,AC,0.67,42368
18933520,2018-06-17 23:33:01,C++14,whiterabbit,MINIONS,COOK95A,WA,0.39,15248
18933519,2018-06-17 23:33:00,JAVA,varun_31,MINIONS,COOK95A,WA,0.89,4575232
18933517,2018-06-17 23:33:00,JAVA,siddharthp538,MINIONS,COOK95A,WA,0.88,4575232
18933510,2018-06-17 23:32:54,C++14,vipin1407,MINIONS,COOK95A,TLE,1.51,19064
18933508,2018-06-17 23:32:54,C++14,kgarun,MINIONS,COOK95A,WA,1.44,23120
18933500,2018-06-17 23:32:48,C++14,tamiliit,SONYASEG,COOK95A,WA,0.38,46504
18933498,2018-06-17 23:32:45,C++14,shisui24,SONYASEG,COOK95A,RTE,0.05,28568
18933475,2018-06-17 23:32:30,PYTH,agmohit92,MINIONS,COOK95A,WA,0.86,52584
18933472,2018-06-17 23:32:28,C++14,shubham_1428,MINIONS,COOK95A,WA,0.1,15360
18933468,2018-06-17 23:32:25,C++14,rishabh3538,MINIONS,COOK95A,WA,0.12,15248
18933463,2018-06-17 23:32:22,C++14,ohm123,MINIONS,COOK95A,WA,0.38,30192
18933459,2018-06-17 23:32:17,C++14,nuclode,MINIONS,COOK95A,WA,0.27,18248
18933451,2018-06-17 23:32:10,C++14,shisui24,SONYASEG,COOK95A,RTE,0.06,24624
18933439,2018-06-17 23:31:57,C++14,vishal_nnd0,MINIONS,COOK95A,WA,0.53,41424
18933434,2018-06-17 23:31:55,C++14,furious__,MINIONS,COOK95A,TLE,1.51,56352
18933430,2018-06-17 23:31:52,C++14,jitendersheora,MINIONS,COOK95A,RTE,0.38,56848
18933428,2018-06-17 23:31:50,C++14,utsav12071997,SONYASEG,COOK95A,AC,0.94,74816
18933400,2018-06-17 23:31:31,C++14,darkhorse65,MINIONS,COOK95A,WA,0.55,48128
18933396,2018-06-17 23:31:27,C++14,kristopher,MINIONS,COOK95A,TLE,1.51,17416
18933389,2018-06-17 23:31:20,PYPY,chintanr11,MINIONS,COOK95A,RTE,0.6,182336
18933387,2018-06-17 23:31:17,C++14,ars2117,SONYASEG,COOK95A,AC,0.15,18480
18933375,2018-06-17 23:31:08,C++14,ania7,DANYANUM,COOK95A,WA,0.02,19672
18933371,2018-06-17 23:31:05,JAVA,siddharthp538,MINIONS,COOK95A,WA,0.9,4575232
18933345,2018-06-17 23:30:47,C++14,darkshadowrule,GOODPERM,COOK95A,WA,0.16,16064
18933327,2018-06-17 23:30:34,C++14,abhishekk781,MINIONS,COOK95A,WA,0.58,40280
18933326,2018-06-17 23:30:33,C++14,deathsick,SONYASEG,COOK95A,WA,0.25,23880
18933325,2018-06-17 23:30:31,C++14,fsouza,DANYANUM,COOK95A,WA,0.4,16064
18933301,2018-06-17 23:30:11,C++14,furious__,MINIONS,COOK95A,TLE,1.51,55784
18933279,2018-06-17 23:29:48,C++14,utsav12071997,SONYASEG,COOK95A,WA,0.94,74624
18933278,2018-06-17 23:29:47,C++14,abhisheksaini1,MINIONS,COOK95A,WA,0.31,101184
18933276,2018-06-17 23:29:46,C++14,sp001,MINIONS,COOK95A,WA,0.42,58096
18933275,2018-06-17 23:29:45,C++14,bharat2002,MINIONS,COOK95A,AC,0.4,40240
18933273,2018-06-17 23:29:43,C++14,vipin1407,MINIONS,COOK95A,TLE,1.51,18248
18933267,2018-06-17 23:29:39,C++14,rishabh3538,MINIONS,COOK95A,WA,0.12,28880
18933268,2018-06-17 23:29:39,C++14,darkshadowrule,GOODPERM,COOK95A,WA,0.16,15240
18933264,2018-06-17 23:29:35,C++14,mesbah_tanvir,SONYASEG,COOK95A,AC,0.17,23056
18933259,2018-06-17 23:29:29,PYTH,agmohit92,MINIONS,COOK95A,WA,0.99,51280
18933238,2018-06-17 23:29:09,C++14,ajaybgunjal199,MINIONS,COOK95A,TLE,1.51,29376
18933180,2018-06-17 23:28:18,C++14,jackthekid,MINIONS,COOK95A,WA,0.33,24632
18933168,2018-06-17 23:28:04,C++14,raja1999,SONYASEG,COOK95A,TLE,1.01,1270784
18933163,2018-06-17 23:28:00,C++14,abhihacker02,MINIONS,COOK95A,WA,0.17,24656
18933157,2018-06-17 23:27:52,JAVA,aya_cool,SONYASEG,COOK95A,TLE,2.01,4706304
18933148,2018-06-17 23:27:45,C++14,ironman_99,MINIONS,COOK95A,WA,0.08,20048
18933144,2018-06-17 23:27:40,C++14,gediminasel,SONYASEG,COOK95A,AC,0.37,33224
18933125,2018-06-17 23:27:24,JAVA,varun_31,MINIONS,COOK95A,WA,0.9,4575232
18933123,2018-06-17 23:27:24,C++14,raja1999,SONYASEG,COOK95A,CTE,0,0
18933115,2018-06-17 23:27:15,PYTH 3.5,fyfrog,MINIONS,COOK95A,WA,2.23,50904
18933113,2018-06-17 23:27:14,C++14,vipin1407,MINIONS,COOK95A,WA,0.08,18240
18933105,2018-06-17 23:27:10,C++14,raghavtripat,MINIONS,COOK95A,WA,0.4,19848
18933099,2018-06-17 23:27:04,C++14,sp001,MINIONS,COOK95A,WA,0.48,67328
18933097,2018-06-17 23:27:02,C++14,gediminasel,SONYASEG,COOK95A,WA,0.38,21624
18933084,2018-06-17 23:26:51,C++14,vishal_nnd0,MINIONS,COOK95A,WA,0.3,41424
18933079,2018-06-17 23:26:48,C++14,asnanirahul,GOODPERM,COOK95A,AC,0.16,16064
18933076,2018-06-17 23:26:46,C++14,l_returns,GOODPERM,COOK95A,AC,0.04,15240
18933068,2018-06-17 23:26:41,C++14,raja1999,SONYASEG,COOK95A,CTE,0,0
18933064,2018-06-17 23:26:39,C++14,ptnk131627,BTMNTREE,COOK95A,WA,0.28,108288
18933059,2018-06-17 23:26:38,PYTH 3.5,gokulraviteja,SONYASEG,COOK95A,TLE,5.01,101184
18933050,2018-06-17 23:26:29,C++14,furious__,MINIONS,COOK95A,TLE,1.51,56352
18933043,2018-06-17 23:26:26,C++14,ashishabc,MINIONS,COOK95A,TLE,1.51,30136
18933034,2018-06-17 23:26:16,C++14,clown1331,MINIONS,COOK95A,AC,0.6,44928
18933025,2018-06-17 23:26:10,C++14,abhihacker02,MINIONS,COOK95A,WA,0.18,15360
18933026,2018-06-17 23:26:10,C++14,neilvpwilson,MINIONS,COOK95A,WA,0.22,15240
18933022,2018-06-17 23:26:06,C++14,geniusclone,MINIONS,COOK95A,WA,0.33,44032
18933020,2018-06-17 23:26:05,C++14,whiterabbit,MINIONS,COOK95A,WA,0.39,15248
18933017,2018-06-17 23:26:03,C++14,ironman_99,MINIONS,COOK95A,WA,0.09,20880
18932938,2018-06-17 23:25:04,C++14,hetshah1998,MINIONS,COOK95A,TLE,1.51,29800
18932935,2018-06-17 23:24:56,C++14,the_batman,MINIONS,COOK95A,WA,0.26,16064
18932927,2018-06-17 23:24:50,C++14,ptnk131627,BTMNTREE,COOK95A,WA,0.28,107584
18932919,2018-06-17 23:24:45,C++14,manthanchauhan,GOODPERM,COOK95A,RTE,0,80768
18932901,2018-06-17 23:24:30,C++14,arjun20398,MINIONS,COOK95A,TLE,1.51,794624
18932869,2018-06-17 23:24:07,C++14,ajaybgunjal199,MINIONS,COOK95A,WA,0.36,29376
18932863,2018-06-17 23:24:03,C++14,abhisheksaini1,MINIONS,COOK95A,WA,0.25,101184
18932847,2018-06-17 23:23:51,C++14,ciphereck,NUMCOMP,COOK95A,WA,0,15240
18932846,2018-06-17 23:23:51,C++14,manthanchauhan,GOODPERM,COOK95A,RTE,0,80768
18932821,2018-06-17 23:23:30,C++14,ptnk131627,BTMNTREE,COOK95A,WA,0.29,107584
18932807,2018-06-17 23:23:16,C++14,vipin1407,MINIONS,COOK95A,WA,0.08,18240
18932803,2018-06-17 23:23:11,C++14,mister,DANYANUM,COOK95A,WA,0.04,20456
18932804,2018-06-17 23:23:11,C++14,jitendersheora,MINIONS,COOK95A,RTE,0.45,58408
18932796,2018-06-17 23:23:03,C++14,ajaybgunjal199,MINIONS,COOK95A,WA,0.34,29376
18932783,2018-06-17 23:22:47,C++14,kapillamba4,MINIONS,COOK95A,TLE,1.51,37968
18932782,2018-06-17 23:22:45,C++14,new_naveen602,GOODPERM,COOK95A,WA,0.01,15240
18932776,2018-06-17 23:22:43,C++14,vishal_125,MINIONS,COOK95A,TLE,1.51,18120
18932758,2018-06-17 23:22:27,C++14,shashwat_garg,GOODPERM,COOK95A,AC,0.02,15240
18932756,2018-06-17 23:22:26,C++14,shubham_1428,MINIONS,COOK95A,WA,0.1,29248
18932750,2018-06-17 23:22:20,C++14,ironman_99,MINIONS,COOK95A,WA,0.08,20048
18932740,2018-06-17 23:22:13,C++14,manthanchauhan,GOODPERM,COOK95A,RTE,0,80768
18932718,2018-06-17 23:21:58,C++14,whiterabbit,MINIONS,COOK95A,WA,0.39,20424
18932704,2018-06-17 23:21:48,C++14,ashishabc,MINIONS,COOK95A,RTE,0.18,30096
18932700,2018-06-17 23:21:46,C++14,sanjaygidwani,MINIONS,COOK95A,TLE,1.51,22544
18932696,2018-06-17 23:21:40,JAVA,rahulkhairwar,MINIONS,COOK95A,WA,1.36,4640768
18932669,2018-06-17 23:21:18,C++14,kapillamba4,MINIONS,COOK95A,WA,0.27,30744
18932663,2018-06-17 23:21:13,C++14,mesbah_tanvir,SONYASEG,COOK95A,WA,0.25,23056
18932654,2018-06-17 23:21:01,C++14,rishabh3538,MINIONS,COOK95A,WA,0.13,24656
18932649,2018-06-17 23:20:58,C++14,abhihacker02,MINIONS,COOK95A,WA,0.18,24656
18932639,2018-06-17 23:20:54,C++14,ptnk131627,BTMNTREE,COOK95A,WA,0.29,107584
18932631,2018-06-17 23:20:49,C++14,ayubansal1998,MINIONS,COOK95A,WA,0.17,20424
18932627,2018-06-17 23:20:43,C++14,jitendersheora,MINIONS,COOK95A,RTE,0.55,57632
18932617,2018-06-17 23:20:38,C++14,reiva5,MINIONS,COOK95A,WA,0.24,26240
18932597,2018-06-17 23:20:26,C++14,jackthekid,MINIONS,COOK95A,WA,0.35,24632
18932593,2018-06-17 23:20:23,C++14,furious__,MINIONS,COOK95A,WA,0.06,43232
18932592,2018-06-17 23:20:22,C++14,praveenkumar12,MINIONS,COOK95A,WA,0.33,209536
18932590,2018-06-17 23:20:21,C++14,the_batman,MINIONS,COOK95A,WA,0.27,16064
18932582,2018-06-17 23:20:11,C++14,aryanc403,NUMCOMP,COOK95A,AC,0,16064
18932577,2018-06-17 23:20:09,C++14,kristopher,MINIONS,COOK95A,TLE,1.51,18120
18932555,2018-06-17 23:19:49,C++14,mister,DANYANUM,COOK95A,WA,0.04,17584
18932551,2018-06-17 23:19:45,C++14,madhur4127,MINIONS,COOK95A,WA,0.08,30696
18932523,2018-06-17 23:19:21,C++14,ashishabc,MINIONS,COOK95A,RTE,0.22,30096
18932519,2018-06-17 23:19:19,C++14,aryanc403,NUMCOMP,COOK95A,WA,0,15240
18932512,2018-06-17 23:19:15,C++14,deepak1527,MINIONS,COOK95A,AC,0.3,22520
18932508,2018-06-17 23:19:10,JAVA,stevens,MINIONS,COOK95A,AC,1.07,4575232
18932509,2018-06-17 23:19:10,JAVA,aman_robotics,MINIONS,COOK95A,WA,0.96,4640768
18932500,2018-06-17 23:19:04,C++14,chhote_log,MINIONS,COOK95A,WA,1.2,73408
18932502,2018-06-17 23:19:04,C++14,adhyyan1252,MINIONS,COOK95A,AC,0.25,21368
18932491,2018-06-17 23:18:54,C++14,neilvpwilson,MINIONS,COOK95A,TLE,1.51,19928
18932485,2018-06-17 23:18:47,C++14,vinit_6,MINIONS,COOK95A,WA,0.26,18240
18932484,2018-06-17 23:18:47,C++14,pxux7c,MINIONS,COOK95A,WA,0.28,15248
18932483,2018-06-17 23:18:46,C++14,geniusclone,MINIONS,COOK95A,WA,0.33,43368
18932479,2018-06-17 23:18:41,C++14,kushwah_1,MINIONS,COOK95A,TLE,1.51,46480
18932472,2018-06-17 23:18:34,C++14,abhihacker02,MINIONS,COOK95A,WA,0.18,15360
18932433,2018-06-17 23:18:06,C++14,jitendersheora,MINIONS,COOK95A,RTE,0.39,58208
18932422,2018-06-17 23:17:56,C++14,darkhorse65,MINIONS,COOK95A,WA,0.44,35592
18932412,2018-06-17 23:17:50,C++14,whiterabbit,MINIONS,COOK95A,WA,0.28,24352
18932402,2018-06-17 23:17:40,C++14,dp1priyesh3_3,SONYASEG,COOK95A,WA,0.31,34032
18932381,2018-06-17 23:17:25,C++14,furious__,MINIONS,COOK95A,TLE,1.51,55776
18932379,2018-06-17 23:17:22,C++14,underdog_eagle,MINIONS,COOK95A,WA,0.09,20048
18932348,2018-06-17 23:17:06,C++14,l_returns,GOODPERM,COOK95A,WA,0.08,15240
18932347,2018-06-17 23:17:05,C++14,flash_shivam51,GOODPERM,COOK95A,AC,0.02,16064
18932346,2018-06-17 23:17:05,C++14,darkhorse65,MINIONS,COOK95A,WA,0.44,35592
18932345,2018-06-17 23:17:04,C++14,bitman_123,SONYASEG,COOK95A,TLE,1.01,83008
18932326,2018-06-17 23:16:52,C++14,jadebelk,GOODPERM,COOK95A,WA,0.03,20432
18932318,2018-06-17 23:16:43,C++14,rohit_0801,GOODPERM,COOK95A,WA,0.24,15248
18932299,2018-06-17 23:16:21,C++14,deepak1527,MINIONS,COOK95A,WA,0.22,24496
18932291,2018-06-17 23:16:15,C++14,arjun20398,MINIONS,COOK95A,TLE,1.51,228032
18932276,2018-06-17 23:16:06,C++14,darkhorse65,MINIONS,COOK95A,WA,0.45,35592
18932268,2018-06-17 23:15:56,C++14,ironman_99,MINIONS,COOK95A,WA,0.08,20064
18932266,2018-06-17 23:15:55,C++14,aviroop123,MINIONS,COOK95A,WA,1.35,27744
18932238,2018-06-17 23:15:38,C++14,bobby_123,MINIONS,COOK95A,TLE,1.51,29672
18932218,2018-06-17 23:15:18,C++14,reiva5,GOODPERM,COOK95A,AC,0.02,15240
18932214,2018-06-17 23:15:15,C++14,ashishabc,MINIONS,COOK95A,RTE,0.16,30096
18932208,2018-06-17 23:15:12,C++14,ciphereck,NUMCOMP,COOK95A,WA,0,15248
18932206,2018-06-17 23:15:11,C++14,hackerwizard,MINIONS,COOK95A,WA,0.11,25584
18932203,2018-06-17 23:15:04,C++14,ironman_99,MINIONS,COOK95A,WA,0.09,20048
18932196,2018-06-17 23:14:59,C++14,hetshah1998,MINIONS,COOK95A,WA,0.47,31968
18932190,2018-06-17 23:14:55,C++14,kapillamba4,MINIONS,COOK95A,TLE,1.51,38792
18932178,2018-06-17 23:14:46,C++14,pxux7c,MINIONS,COOK95A,WA,0.26,15248
18932154,2018-06-17 23:14:31,PYPY,chintanr11,MINIONS,COOK95A,TLE,7.51,257856
18932134,2018-06-17 23:14:17,JAVA,ankurdua15,SONYASEG,COOK95A,WA,1.23,4575232
18932129,2018-06-17 23:14:13,C++14,stommydx,NUMCOMP,COOK95A,AC,0,15240
18932124,2018-06-17 23:14:10,C++14,tasmeemreza,BTMNTREE,COOK95A,AC,1.24,122816
18932116,2018-06-17 23:14:02,C++14,furious__,MINIONS,COOK95A,TLE,1.51,56360
18932117,2018-06-17 23:14:02,C++14,ciphereck,NUMCOMP,COOK95A,WA,0,15240
18932115,2018-06-17 23:14:01,C++14,guardian_123,GOODPERM,COOK95A,WA,0.01,16064
18932113,2018-06-17 23:14:01,C++14,ashishgup,DANYANUM,COOK95A,TLE,2.01,31736
18932112,2018-06-17 23:14:00,C++14,rishabh3538,MINIONS,COOK95A,WA,0.14,24656
18932111,2018-06-17 23:13:59,C++14,nj099,MINIONS,COOK95A,TLE,1.51,20120
18932097,2018-06-17 23:13:43,JAVA,cucudas,GOODPERM,COOK95A,WA,0.06,4575232
18932086,2018-06-17 23:13:36,C++14,chinmay0906,MINIONS,COOK95A,TLE,1.51,65248
18932073,2018-06-17 23:13:25,C++14,utsav12071997,SONYASEG,COOK95A,TLE,1.01,66688
18932062,2018-06-17 23:13:18,C++14,aviroop123,MINIONS,COOK95A,TLE,1.51,27736
18932053,2018-06-17 23:13:13,JAVA,bright_future,GOODPERM,COOK95A,WA,0.13,4575232
18932045,2018-06-17 23:13:07,C++14,hetshah1998,MINIONS,COOK95A,RTE,0.01,17880
18932031,2018-06-17 23:12:58,C++14,asnanirahul,GOODPERM,COOK95A,TLE,1.01,15240
18932033,2018-06-17 23:12:58,C++14,yashjaiswal10,GOODPERM,COOK95A,WA,0,15240
18932034,2018-06-17 23:12:58,C++14,devils_hearth,GOODPERM,COOK95A,WA,0.03,15240
18932025,2018-06-17 23:12:55,JAVA,cucudas,GOODPERM,COOK95A,CTE,0,0
18932005,2018-06-17 23:12:37,C++14,vsp4,SONYASEG,COOK95A,WA,0.56,190016
18931989,2018-06-17 23:12:30,C++14,furious__,MINIONS,COOK95A,RTE,0.06,16800
18931986,2018-06-17 23:12:29,C++14,hackerwizard,MINIONS,COOK95A,WA,0.1,18360
18931984,2018-06-17 23:12:28,C++14,ciphereck,NUMCOMP,COOK95A,WA,0,16072
18931975,2018-06-17 23:12:22,C++14,himkha_100,GOODPERM,COOK95A,WA,0,16064
18931972,2018-06-17 23:12:21,C++14,lk03021998,MINIONS,COOK95A,WA,0.12,16072
18931967,2018-06-17 23:12:19,C++14,vivek_rathi_53,GOODPERM,COOK95A,WA,0.02,15240
18931960,2018-06-17 23:12:13,C++14,xt1033,MINIONS,COOK95A,WA,0.11,28240
18931944,2018-06-17 23:12:04,C++14,bitman_123,MINIONS,COOK95A,WA,0.33,24744
18931937,2018-06-17 23:12:01,C++14,leo10,MINIONS,COOK95A,WA,0.33,18248
18931930,2018-06-17 23:11:50,C++14,fauzdar65,MINIONS,COOK95A,WA,0.16,25760
18931914,2018-06-17 23:11:44,C++14,ankit_gupta_,GOODPERM,COOK95A,AC,0.02,15240
18931891,2018-06-17 23:11:27,JAVA,baz__,SONYASEG,COOK95A,WA,0.93,4640768
18931890,2018-06-17 23:11:26,C++14,snohria97,MINIONS,COOK95A,WA,0.61,16920
18931870,2018-06-17 23:11:14,C++14,abhineet14,MINIONS,COOK95A,TLE,1.51,19160
18931868,2018-06-17 23:11:13,C++14,dibya123,GOODPERM,COOK95A,AC,0.08,15832
18931857,2018-06-17 23:11:07,C++14,sourav_ag5377,MINIONS,COOK95A,WA,0.12,26968
18931852,2018-06-17 23:11:01,C++14,ciphereck,NUMCOMP,COOK95A,AC,0,15248
18931836,2018-06-17 23:10:48,C++14,ftuknights,MINIONS,COOK95A,TLE,1.51,71552
18931833,2018-06-17 23:10:47,C++14,lambaabhinav,GOODPERM,COOK95A,AC,0.6,15248
18931819,2018-06-17 23:10:35,C++14,rishabh3538,MINIONS,COOK95A,WA,0.15,24656
18931803,2018-06-17 23:10:27,C++14,flash_shivam51,GOODPERM,COOK95A,WA,0.02,15240
18931800,2018-06-17 23:10:25,C++14,shisui24,GOODPERM,COOK95A,AC,0.02,15240
18931791,2018-06-17 23:10:22,C++14,chhote_log,MINIONS,COOK95A,WA,1.29,70720
18931792,2018-06-17 23:10:22,C++14,fsouza,BTMNTREE,COOK95A,AC,1.24,49688
18931790,2018-06-17 23:10:21,PYTH,sarthakmanna,NUMCOMP,COOK95A,AC,0,23352
18931788,2018-06-17 23:10:20,C++14,vsp4,SONYASEG,COOK95A,WA,0.57,190016
18931741,2018-06-17 23:09:44,PAS fpc,georgekp,MINIONS,COOK95A,WA,0.14,8680
18931739,2018-06-17 23:09:42,C++14,vsp4,SONYASEG,COOK95A,WA,0.56,187584
18931738,2018-06-17 23:09:42,C++14,jadebelk,GOODPERM,COOK95A,WA,0.05,15760
18931728,2018-06-17 23:09:31,PYPY,sarthakmanna,NUMCOMP,COOK95A,AC,0.03,119424
18931716,2018-06-17 23:09:25,C++14,check1234,SONYASEG,COOK95A,AC,0.22,119104
18931694,2018-06-17 23:09:07,C++14,gomu,GOODPERM,COOK95A,AC,0.06,15240
18931693,2018-06-17 23:09:06,C++14,user28040,MINIONS,COOK95A,WA,0.29,23552
18931648,2018-06-17 23:08:31,PYTH 3.5,kishen1912000,GOODPERM,COOK95A,AC,1.85,28384
18931645,2018-06-17 23:08:28,C++14,Ra16bit,SONYASEG,COOK95A,AC,0.37,34008
18931630,2018-06-17 23:08:18,C++14,shubham_1428,MINIONS,COOK95A,WA,0.09,28416
18931629,2018-06-17 23:08:15,C++14,clown1331,MINIONS,COOK95A,WA,0.47,36224
18931615,2018-06-17 23:08:00,C++14,ciphereck,NUMCOMP,COOK95A,WA,0,15240
18931614,2018-06-17 23:08:00,C++14,arjun20398,MINIONS,COOK95A,TLE,1.51,7024640
18931607,2018-06-17 23:07:55,C++14,geniusclone,MINIONS,COOK95A,WA,0.5,43368
18931604,2018-06-17 23:07:51,C++14,gabilash,GOODPERM,COOK95A,TLE,1.01,15240
18931592,2018-06-17 23:07:42,C++14,mahir111,MINIONS,COOK95A,WA,0.11,20048
18931589,2018-06-17 23:07:39,C++14,l_returns,GOODPERM,COOK95A,WA,0.06,15240
18931571,2018-06-17 23:07:28,C++14,ninja_69,SONYASEG,COOK95A,WA,0.21,18368
18931561,2018-06-17 23:07:17,C++14,dibya123,GOODPERM,COOK95A,WA,0.09,17096
18931549,2018-06-17 23:07:06,C++14,anhhungcolao,SONYASEG,COOK95A,AC,0.18,22312
18931548,2018-06-17 23:07:05,C++14,gomu,GOODPERM,COOK95A,WA,0.06,16064
18931547,2018-06-17 23:07:04,C++14,gowind,GOODPERM,COOK95A,AC,0.04,15248
18931536,2018-06-17 23:06:52,C++14,shashwat_garg,GOODPERM,COOK95A,WA,0.01,16064
18931534,2018-06-17 23:06:51,C++14,prince367,GOODPERM,COOK95A,AC,0.03,15240
18931523,2018-06-17 23:06:37,C++14,bobby_123,MINIONS,COOK95A,TLE,1.51,29664
18931519,2018-06-17 23:06:34,C++14,vivek_rathi_53,GOODPERM,COOK95A,WA,0.02,16064
18931511,2018-06-17 23:06:27,C++14,sam2506,GOODPERM,COOK95A,WA,0,15240
18931505,2018-06-17 23:06:23,C++14,ninja_69,SONYASEG,COOK95A,WA,0.39,26768
18931485,2018-06-17 23:06:09,C++14,user28040,MINIONS,COOK95A,WA,0.27,23552
18931480,2018-06-17 23:06:04,C++14,check1234,SONYASEG,COOK95A,WA,0.23,109696
18931459,2018-06-17 23:05:50,C++14,guestcheap,MINIONS,COOK95A,AC,0.15,43016
18931447,2018-06-17 23:05:38,JAVA,kessido,SONYASEG,COOK95A,AC,1.54,4575232
18931448,2018-06-17 23:05:38,C++14,dp1priyesh3_3,SONYASEG,COOK95A,RTE,0.13,32816
18931446,2018-06-17 23:05:37,C++14,abhineet14,MINIONS,COOK95A,TLE,1.51,19064
18931435,2018-06-17 23:05:30,C++14,raghavtripat,GOODPERM,COOK95A,AC,0.02,16072
18931395,2018-06-17 23:05:03,C++14,rishabh3538,MINIONS,COOK95A,WA,0.09,15248
18931390,2018-06-17 23:04:59,C++14,pxux7c,MINIONS,COOK95A,WA,0.25,21960
18931385,2018-06-17 23:04:55,PYPY,chintanr11,MINIONS,COOK95A,RTE,1.29,250304
18931372,2018-06-17 23:04:45,C++14,aryanc403,MINIONS,COOK95A,WA,0.43,28352
18931366,2018-06-17 23:04:40,C++14,kushwah_1,MINIONS,COOK95A,TLE,1.51,37256
18931317,2018-06-17 23:04:08,C++14,ayubansal1998,GOODPERM,COOK95A,AC,0.01,16064
18931318,2018-06-17 23:04:08,C++14,himkha_100,GOODPERM,COOK95A,TLE,1.01,52296
18931313,2018-06-17 23:04:06,C++14,pikmike,SONYASEG,COOK95A,AC,0.15,28568
18931312,2018-06-17 23:04:04,C++14,samarth491,GOODPERM,COOK95A,AC,0.04,15240
18931309,2018-06-17 23:04:02,C++14,chinmay0906,MINIONS,COOK95A,TLE,1.51,66048
18931299,2018-06-17 23:03:56,C++14,raghavtripat,GOODPERM,COOK95A,WA,0.02,16072
18931300,2018-06-17 23:03:56,C++14,l_returns,GOODPERM,COOK95A,WA,0.05,16064
18931290,2018-06-17 23:03:49,C++14,ayubansal1998,GOODPERM,COOK95A,AC,0.01,15240
18931266,2018-06-17 23:03:31,C++14,xt1033,MINIONS,COOK95A,WA,0.07,15360
18931263,2018-06-17 23:03:30,PYPY,bewoods,MINIONS,COOK95A,WA,0.89,155072
18931226,2018-06-17 23:02:57,PYTH 3.5,gokulraviteja,GOODPERM,COOK95A,AC,0.43,29384
18931222,2018-06-17 23:02:55,C++14,agmohit92,GOODPERM,COOK95A,AC,0.06,16072
18931223,2018-06-17 23:02:55,C++14,himanshu7sep,MINIONS,COOK95A,AC,0.14,23680
18931219,2018-06-17 23:02:51,C++14,bitman_123,SONYASEG,COOK95A,WA,0.89,83008
18931205,2018-06-17 23:02:45,C++14,smtcoder,GOODPERM,COOK95A,AC,0.06,22152
18931201,2018-06-17 23:02:42,C++14,njha1999,NUMCOMP,COOK95A,AC,0,16064
18931195,2018-06-17 23:02:36,JAVA,baz__,SONYASEG,COOK95A,WA,0.57,4640768
18931185,2018-06-17 23:02:29,PYTH 3.5,suzaku_kuru,GOODPERM,COOK95A,TLE,5.01,34528
18931173,2018-06-17 23:02:19,C,saurav3199,GOODPERM,COOK95A,WA,0,9424
